Year,Month,TminIn,TmaxIn,TminOut,TmaxOut,TavgIn,TavgOut
1866,9,-1.6979276,-2.1690207,-1.1476771,-1.7083603,-2.0375748,-1.295903
1866,10,0.22640131,-0.94988292,-0.44014913,-1.1913739,-0.87019956,-0.37869337
1866,11,0.29566434,-0.36814645,0.14756665,-0.14625131,-0.1788889,0.60589772
1866,12,-1.9404415,-1.8169284,-1.9210334,-1.4713762,-1.5520219,-0.18125561
1867,1,-2.9621465,-1.4312863,-2.5578058,-1.5340307,-2.1327999,-0.77625328
1867,2,1.2698734,1.6653363,0.27456075,0.9984194,2.6890554,-0.47302717
1867,3,-2.1105018,-2.5369015,-2.6831019,-1.9814438,-3.9282527,-4.8272085
1867,4,-0.52237588,-0.64376122,-0.95698667,-0.75062048,-1.1023685,-0.52287072
1867,5,-1.8701574,-3.1907213,-2.1673274,-3.2130706,-2.4856713,-1.3446678
1867,6,0.85837048,0.67675608,0.84551388,0.88085294,0.30770993,0.40065125
1867,7,-0.35332435,-0.67968702,-0.44501618,-0.80345118,-0.79235691,-0.41972691
1867,8,-0.45142809,-0.15659909,-0.48663193,0.028703686,-0.38793153,0.38530508
1867,9,-0.53521901,-0.07302478,-0.43606809,0.33343449,0.39363045,0.52044195
1867,10,0.69549584,0.28219318,-0.039835036,0.064105682,-0.33779085,-0.11853763
1867,11,-0.090338565,1.3482711,-0.87171459,0.93700361,0.45651311,0.78961843
1867,12,-1.9040183,-1.0425478,-2.8811696,-1.2793577,1.4521894,0.91315985
1868,1,-2.3153744,-1.294853,-2.381722,-1.3767943,-2.0754583,-3.504705
1868,2,-2.7881744,-1.3042127,-3.065222,-1.3539571,-0.76886827,-1.5600408
1868,3,0.27432886,0.70835984,0.39446142,1.2601124,2.511193,1.2606962
1868,4,-1.9644727,-2.4903362,-2.1492746,-1.8984977,-1.618601,-0.8499772
1868,5,-0.52118397,-2.3679874,-0.74957234,-1.6016345,-0.51211601,-0.67917478
1868,6,-0.80704206,-0.95620304,-0.87737942,-0.56951565,-0.36399746,-0.20455275
1868,7,1.8538532,1.3350106,1.2094756,1.2863878,0.79409385,0.83121175
1868,8,-0.91303152,-1.2865502,-0.53928536,-1.0157969,-1.3916115,-0.82042843
1868,9,-2.0716815,-2.4484282,-2.3435488,-2.0959339,-2.0364914,-2.1290362
1868,10,-0.84459662,-1.7050256,-0.96705341,-1.7170291,-1.1716421,-1.1776072
1868,11,-0.71567661,-1.148695,-0.34457645,-1.3887544,-1.9670372,-1.203601
1868,12,-2.8523202,-2.3716421,-1.7493131,-2.1200256,-3.2258217,-1.2349519
1869,1,2.8083777,3.5134797,3.1307099,2.2940578,2.4960465,1.1291288
1869,2,1.4783602,1.5307208,1.650776,0.60825431,0.71750325,-0.55382955
1869,3,-2.1841104,-1.4289804,-0.809385,-0.82692903,-1.9219896,-1.0483069
1869,4,-1.3861972,-0.69222045,-0.76459491,-0.76181394,-1.5127581,-1.0628178
1869,5,-0.99817294,-1.073041,-0.27364573,-0.609038,-1.7563077,-0.00040957474
1869,6,-1.2118114,-1.4674788,-0.085249037,-1.3421067,-1.5084492,-0.091490425
1869,7,-0.80753076,-1.0383217,-0.21997207,-0.89427155,-0.82161248,-0.36029083
1869,8,-0.016783811,0.20370109,0.2904107,0.42862535,0.54574162,-0.045727782
1869,9,-1.6544843,-1.2348272,-0.98135728,-0.30207476,-1.9433312,-0.67766452
1869,10,-3.42362,-3.8967197,-3.1261151,-3.2058063,-4.9509754,-3.11516
1869,11,-2.4363844,-1.3756686,-1.228103,-0.55217457,-2.2760596,-0.8988387
1869,12,-2.263536,-1.0669729,-1.2710949,-0.7916525,-1.445825,-1.0733128
1870,1,-0.023950856,2.2119756,-0.087156497,1.9627723,1.5839757,0.63201648
1870,2,-0.88765895,0.84673792,0.57410067,0.55613053,-0.13677713,0.44713682
1870,3,-2.1503971,-2.3086309,-2.2571566,-2.2221587,-2.3479328,-2.1432598
1870,4,-0.49064177,-0.051693991,0.64826846,1.3768358,-1.4248171,0.92923731
1870,5,1.2636758,1.9673563,0.80285138,2.1891749,0.31117535,1.0174731
1870,6,-0.0020763297,0.96144676,0.38785228,1.0189246,-0.65956384,0.81983697
1870,7,0.51034814,0.06582424,0.71609551,0.98607892,0.25505981,0.47346035
1870,8,-0.24599454,-0.58703822,-1.1009703,-0.73240435,-0.59241962,-1.1425276
1870,9,0.48325813,0.70918429,-0.12378228,-0.27873033,-0.24652693,-0.35230136
1870,10,1.3343656,-0.64139754,0.10288997,-1.4241793,-0.091882572,-1.0352038
1870,11,-0.35283074,1.667981,1.2889751,2.5065179,-0.28028271,0.94512379
1870,12,-1.2685833,-0.64837164,-1.1391753,-1.7558892,-2.7263298,-2.250952
1871,1,0.64193463,0.66499788,1.1738375,1.397007,1.2120948,0.8727271
1871,2,1.281449,2.0822182,0.4692885,0.30860195,2.4401932,0.00032541194
1871,3,1.8561563,2.520103,0.81794834,0.89104545,2.1846187,0.99968606
1871,4,0.49457633,1.0764101,0.29562682,-0.083824381,0.68998975,-0.022760512
1871,5,0.31911051,0.78109574,-0.17016675,0.78751022,-0.36601287,0.71022391
1871,6,0.9262948,1.0259544,0.08570075,1.6609893,0.77207261,1.4306056
1871,7,0.33377162,0.012659631,-0.3905398,-0.017213777,-0.5475418,0.045259435
1871,8,-0.17690049,0.15811363,-0.74508798,0.35770917,0.37072533,0.12091231
1871,9,-3.017467,-1.7271428,-1.0159194,-0.52188897,-2.4822514,-0.57808149
1871,10,-0.69034213,0.42882946,-1.474542,-0.69007593,-0.017021289,-0.85563493
1871,11,-1.7626169,-2.0950153,-2.6911976,-3.2624729,-1.7520341,-2.8341372
1871,12,-4.171061,-2.4837196,-2.9192119,-2.3634176,-1.9599333,-2.2116809
1872,1,-1.9673539,-1.6156411,-0.83845156,-0.40411815,-2.3387058,-0.83645457
1872,2,-1.4683167,-0.4570519,-0.1172249,0.41155249,-0.86549377,-0.064885832
1872,3,-2.8572781,-2.9708173,-1.8355072,-1.6786767,-2.851094,-1.522383
1872,4,0.8092441,0.74481922,-0.86745149,-1.0223938,0.46731865,-0.94976532
1872,5,0.49083546,1.0121912,-0.095198445,0.033222869,0.38066334,0.045950972
1872,6,0.9279477,0.87761283,0.19435449,0.5183689,0.1435855,0.28818253
1872,7,1.031065,0.91529167,-0.57440931,-0.71454072,-0.097274959,-0.84335148
1872,8,1.1401739,0.54344285,-0.22249122,-0.36326027,0.19507614,-0.3901659
1872,9,-0.29380083,0.17077821,-0.71895087,-1.0038099,-0.55144638,-0.97791243
1872,10,-1.5655473,-0.90839815,-1.1135206,-0.21765871,-1.5927289,-0.86017358
1872,11,-3.9754179,-4.1062336,-3.7046425,-3.5438957,-4.1723986,-3.7723043
1872,12,-4.5549164,-4.4818382,-3.6616952,-2.7617204,-4.6995039,-3.3975234
1873,1,-2.6162853,-2.3104637,-1.4458431,-0.57267934,-2.5313199,-0.7930364
1873,2,-0.40104136,0.0020064872,-2.7050273,-1.8838013,-0.059981111,-2.0770812
1873,3,-1.7794961,-0.98023325,-0.30185318,0.94909143,-1.5108722,0.34974882
1873,4,-1.7113185,-1.7519084,-2.2229576,-2.0088611,-1.7586489,-1.9084505
1873,5,0.24958059,-0.52328753,-1.2127244,-1.7719762,-0.42126787,-1.3255837
1873,6,1.1365553,0.28549862,0.12243558,0.48396406,0.3697328,0.45623288
1873,7,-0.25665885,-0.74309367,-0.38042113,-0.39507276,-0.65325218,-0.28044817
1873,8,-0.10514972,-0.083966143,-0.13496318,-0.59314024,-0.36007211,-0.2413864
1873,9,-1.4581634,-0.72335255,-1.5306634,-1.2404894,-1.3061719,-1.2407887
1873,10,-3.2779217,-2.2185073,-2.7892003,-2.3905668,-3.0688384,-2.6353893
1873,11,-2.7202225,-1.5804077,-1.6057657,-0.25224248,-1.8888204,-0.83359945
1873,12,0.19532573,-0.029243872,-1.8931465,-1.5645971,0.35367575,-1.8005462
1874,1,0.58561927,1.3197665,0.33401942,0.41818911,1.5331962,0.67305303
1874,2,0.54406428,-0.16472855,-2.1763864,-2.1803105,0.66712689,-1.9725884
1874,3,0.66969544,0.00080614869,-1.7832534,-1.6971006,0.48029345,-1.6410897
1874,4,-3.5194278,-4.0555463,-2.6063452,-2.9040413,-3.6136215,-2.6043789
1874,5,-0.19245213,0.81938559,0.36420313,1.0818684,0.51846629,0.87852275
1874,6,0.92445469,1.1049281,0.1087271,0.1850224,1.1613305,0.38820618
1874,7,-0.21682827,0.20568034,0.01340384,0.75354135,-0.057314422,0.54758781
1874,8,0.50623202,1.3291495,-0.18087116,0.0079397438,0.62286311,0.018892566
1874,9,-0.29110375,-0.058641005,-0.67779762,-0.37166235,-0.33435068,-0.45988467
1874,10,-0.56188011,-0.19270131,-0.022775456,-0.078902066,-0.83727783,-0.082734682
1874,11,-0.43940407,-0.2127119,-1.4812362,-1.4536531,-0.21801335,-1.3290806
1874,12,0.46033171,0.34938076,-0.73506689,-0.17878021,0.70914626,-0.31557843
1875,1,-3.0894771,-3.9340127,-5.3035126,-5.0417466,-2.8979833,-4.8335247
1875,2,-3.7529278,-2.7890687,-4.3274479,-3.964164,-3.007946,-3.9661746
1875,3,-1.4658992,-1.5894426,-3.0536003,-2.392704,-1.2293433,-2.5290606
1875,4,-3.1657133,-2.6863976,-2.327348,-1.6760428,-2.9382691,-1.6142776
1875,5,-0.74948537,-0.1818129,-0.57654095,-0.0099473363,-0.5089792,0.29231983
